dataset	algorithm	window	paa	alphabet	approximation	rules	gr_size	frequency	cover	coverage	pruned_rules	pruned_gr_size	pruned_frequency	pruned_cover	pruned_coverage	milliseconds
nprs43	re-pair	50	6	4	0.5504931289492557	1023	68564	201	0.9999445061043285	22.246781354051056	46	58928	201	0.9999445061043285	2.4393451720310764	25
nprs43	sequitur	50	6	4	0.5504931289492557	1232	70488	140	0.9999445061043285	21.056104328523862	47	57782	140	0.9999445061043285	3.32669256381798	42
nprs43	re-pair	50	6	8	0.41105102050829023	1786	109120	90	0.9990011098779135	23.005660377358492	100	91274	90	0.9990011098779135	2.0894561598224195	38
nprs43	sequitur	50	6	8	0.41105102050829023	1979	112398	47	0.998945615982242	21.710765815760265	106	90896	47	0.998945615982242	2.4322419533851276	114
nprs43	re-pair	50	12	4	0.4296031416864936	1610	205992	25	0.9938401775804662	15.018534961154273	172	177000	25	0.9938401775804662	1.7953940066592675	27
nprs43	sequitur	50	12	4	0.4296031416864936	1631	209464	22	0.9951720310765816	13.965205327413985	171	176208	22	0.9951720310765816	1.9161487236403996	156
nprs43	re-pair	50	12	8	0.2805802483754415	635	218108	6	0.8514983351831299	4.146836847946726	225	209092	6	0.8514983351831299	1.4280799112097669	15
nprs43	sequitur	50	12	8	0.2805802483754415	588	217964	6	0.8549944506104329	3.73834628190899	221	208828	6	0.8549944506104329	1.4560488346281908	156
nprs43	re-pair	150	6	4	0.8741291274893992	813	50236	45	0.9992785793562708	27.499001109877913	41	41888	45	0.9992785793562708	2.5070477247502776	12
nprs43	sequitur	150	6	4	0.8741291274893992	881	52236	29	1.0	26.45704772475028	75	42928	29	1.0	1.803274139844617	33
nprs43	re-pair	150	6	8	0.7661360539581685	848	78660	9	0.977857935627081	17.615815760266372	76	69840	9	0.977857935627081	1.6413429522752496	10
nprs43	sequitur	150	6	8	0.7661360539581685	805	78876	8	0.9774694783573807	15.96992230854606	75	69802	8	0.9774694783573807	1.6644839067702553	169
nprs43	re-pair	150	12	4	0.6555814854522526	305	177116	5	0.8678135405105438	5.537680355160933	83	172036	4	0.8678135405105438	1.5200332963374028	9
nprs43	sequitur	150	12	4	0.6555814854522526	284	176964	5	0.8683684794672586	5.09889012208657	83	172028	4	0.8683684794672586	1.4977247502774695	194
nprs43	re-pair	150	12	8	0.5189335175169357	2	208412	2	0.016759156492785792	0.016759156492785792	2	208412	2	0.016759156492785792	0.016759156492785792	8
nprs43	sequitur	150	12	8	0.5189335175169357	2	208412	2	0.016759156492785792	0.016759156492785792	2	208412	2	0.016759156492785792	0.016759156492785792	152
nprs43	re-pair	250	6	4	0.9581533987749824	258	14492	25	0.998945615982242	15.27031076581576	23	11966	24	0.998945615982242	2.4234739178690345	3
nprs43	sequitur	250	6	4	0.9581533987749824	284	15002	19	0.9997780244173141	14.876859045504995	24	12014	19	0.9997780244173141	2.3334628190899003	6
nprs43	re-pair	250	6	8	0.8673582326199024	332	26104	11	0.9926748057713651	12.627968923418424	49	22886	11	0.9926748057713651	1.7799112097669256	4
nprs43	sequitur	250	6	8	0.8673582326199024	339	26326	9	0.9926193118756936	12.160321864594895	46	22760	9	0.9926193118756936	1.941009988901221	18
nprs43	re-pair	250	12	4	0.8075517588493655	59	151316	3	0.6181465038845727	1.6335183129855715	37	150804	2	0.6181465038845727	1.0055493895671477	6
nprs43	sequitur	250	12	4	0.8075517588493655	56	151296	3	0.619700332963374	1.5538290788013318	36	150812	3	0.619700332963374	0.993951165371809	151
nprs43	re-pair	250	12	8	0.6881758712952398	1	192204	0	0.0	0.0	1	192204	0	0.0	0.0	9
nprs43	sequitur	250	12	8	0.6881758712952398	1	192204	0	0.0	0.0	1	192204	0	0.0	0.0	184
